obsID,species,class,order,year,month,day,dcmlLng,dcmlLtt,indvdlC,bssOfRc,firename,fireyear,firesize,fireID,n_observations
201123,Gopherus agassizii,Reptilia,Testudines,2011,5,5,-115.500502,35.04149,1,HUMAN_OBSERVATION,WILDHORSE,2005,63771.3,565,31
206412,Ovis canadensis nelsoni,Mammalia,Artiodactyla,2012,10,20,-116.484486,33.230816,1,HUMAN_OBSERVATION,PINES,2002,61691.24,263,17
206698,Gopherus agassizii,Reptilia,Testudines,2014,4,6,-116.687901,33.882133,1,HUMAN_OBSERVATION,VERBENIA,2004,3831.371,82,2
206762,Ovis canadensis nelsoni,Mammalia,Artiodactyla,2014,11,29,-116.451327,33.235004,1,HUMAN_OBSERVATION,PINES,2002,61691.24,263,17
207132,Colaptes chrysoides,Aves,Piciformes,2012,4,15,-115.533394,35.29244,1,HUMAN_OBSERVATION,DOME,2020,44211.08459,1109,125
207660,Danaus plexippus,Insecta,Lepidoptera,2010,10,16,-116.567783,34.047289,1,HUMAN_OBSERVATION,PARADISE,2005,3081.726,271,23
207980,Ovis canadensis nelsoni,Mammalia,Artiodactyla,2012,4,28,-115.382668,35.160282,1,HUMAN_OBSERVATION,WILDHORSE,2005,63771.3,565,31
208022,Gopherus agassizii,Reptilia,Testudines,2010,4,10,-115.475297,35.080153,1,HUMAN_OBSERVATION,WILDHORSE,2005,63771.3,565,31
208067,Agelaius tricolor,Aves,Passeriformes,2016,2,28,-120.918945,36.680301,1,HUMAN_OBSERVATION,BROWN,2008,3786.915,935,3
224410,Agelaius tricolor,Aves,Passeriformes,2015,3,17,-118.4947,34.740421,1,HUMAN_OBSERVATION,LAKE,2020,30999.28856,1108,1
224662,Gopherus agassizii,Reptilia,Testudines,2015,10,6,-115.499763,35.043515,1,HUMAN_OBSERVATION,WILDHORSE,2005,63771.3,565,31
225181,Ovis canadensis nelsoni,Mammalia,Artiodactyla,2015,5,3,-116.547982,33.116638,1,HUMAN_OBSERVATION,PINES,2002,61691.24,263,17
225238,Puma concolor,Mammalia,Carnivora,2021,2,2,-116.446918,33.042199,1,HUMAN_OBSERVATION,BANNER FIRE,2012,5320.116,329,2
225300,Agelaius tricolor,Aves,Passeriformes,2015,3,14,-118.556457,34.767524,1,HUMAN_OBSERVATION,RANGE,2011,241.0146,311,1
226066,Colaptes chrysoides,Aves,Piciformes,2013,3,23,-115.55262,35.31624,1,HUMAN_OBSERVATION,DOME,2020,44211.08459,1109,125
227175,Colaptes chrysoides,Aves,Piciformes,2019,6,29,-115.51266,35.25319,1,HUMAN_OBSERVATION,DOME,2020,44211.08459,1109,125
227309,Colaptes chrysoides,Aves,Piciformes,2017,4,22,-115.56292,35.34181,1,HUMAN_OBSERVATION,DOME,2020,44211.08459,1109,125
227901,Empidonax traillii,Aves,Passeriformes,1991,8,26,-116.55894,34.046234,1,HUMAN_OBSERVATION,PARADISE,2005,3081.726,271,23
229331,Agelaius tricolor,Aves,Passeriformes,2014,11,29,-121.03,37.062,1,HUMAN_OBSERVATION,BASALT,2004,410.184,929,22
230383,Agelaius tricolor,Aves,Passeriformes,2016,1,30,-121.03,37.062,2,HUMAN_OBSERVATION,BASALT,2004,410.184,929,22
230810,Colaptes chrysoides,Aves,Piciformes,2018,2,9,-115.55262,35.31624,1,HUMAN_OBSERVATION,DOME,2020,44211.08459,1109,125
232284,Empidonax traillii,Aves,Passeriformes,2019,5,27,-116.2235,35.832287,1,HUMAN_OBSERVATION,TECOPA,2010,105.7345,291,17
232832,Empidonax traillii,Aves,Passeriformes,1985,8,14,-115.3593,35.1476,1,HUMAN_OBSERVATION,WILDHORSE,2005,63771.3,565,31
233013,Colaptes chrysoides,Aves,Piciformes,1999,4,22,-115.51266,35.25319,1,HUMAN_OBSERVATION,DOME,2020,44211.08459,1109,125
233643,Colaptes chrysoides,Aves,Piciformes,2015,5,25,-115.51266,35.25319,1,HUMAN_OBSERVATION,DOME,2020,44211.08459,1109,125
233693,Haliaeetus leucocephalus,Aves,Accipitriformes,2020,12,1,-121.03,37.062,2,HUMAN_OBSERVATION,BASALT,2004,410.184,929,22
234024,Empidonax traillii,Aves,Passeriformes,2019,5,11,-115.55262,35.31624,1,HUMAN_OBSERVATION,DOME,2020,44211.08459,1109,125
235480,Empidonax traillii,Aves,Passeriformes,1987,6,4,-116.5709,34.0423,1,HUMAN_OBSERVATION,PARADISE,2005,3081.726,271,23
238007,Haliaeetus leucocephalus,Aves,Accipitriformes,2018,12,10,-121.06041,37.08305,1,HUMAN_OBSERVATION,ROMERO,2000,1706.85,873,52
238071,Haliaeetus leucocephalus,Aves,Accipitriformes,2010,1,23,-117.31063,34.30521,3,HUMAN_OBSERVATION,OLD,2003,91428,512,6
238436,Empidonax traillii,Aves,Passeriformes,2014,5,23,-119.58132,35.025692,3,HUMAN_OBSERVATION,SODA,2016,2000.281,1086,4
238468,Haliaeetus leucocephalus,Aves,Accipitriformes,2015,3,12,-121.06041,37.08305,1,HUMAN_OBSERVATION,ROMERO,2000,1706.85,873,52
238503,Colaptes chrysoides,Aves,Piciformes,2010,7,16,-115.51266,35.25319,1,HUMAN_OBSERVATION,DOME,2020,44211.08459,1109,125
239388,Riparia riparia,Aves,Passeriformes,2016,7,26,-121.03,37.062,2,HUMAN_OBSERVATION,BASALT,2004,410.184,929,22
239978,Agelaius tricolor,Aves,Passeriformes,2018,4,8,-121.30736,37.44076,50,HUMAN_OBSERVATION,DEL PUERTO,2020,390647.2556,1112,15
240025,Gymnogyps californianus,Aves,Accipitriformes,2012,10,8,-119.408,34.926193,1,HUMAN_OBSERVATION,SCHOOL,2014,223.7788,1094,4
240385,Haliaeetus leucocephalus,Aves,Accipitriformes,2019,1,3,-121.03,37.062,1,HUMAN_OBSERVATION,BASALT,2004,410.184,929,22
241271,Empidonax traillii,Aves,Passeriformes,2007,5,19,-116.2235,35.832287,1,HUMAN_OBSERVATION,TECOPA,2010,105.7345,291,17
241762,Colaptes chrysoides,Aves,Piciformes,2010,5,22,-115.55262,35.31624,1,HUMAN_OBSERVATION,DOME,2020,44211.08459,1109,125
241873,Colaptes chrysoides,Aves,Piciformes,2020,6,2,-115.51266,35.25319,2,HUMAN_OBSERVATION,DOME,2020,44211.08459,1109,125
241897,Colaptes chrysoides,Aves,Piciformes,2019,6,19,-115.51266,35.25319,2,HUMAN_OBSERVATION,DOME,2020,44211.08459,1109,125
242259,Colaptes chrysoides,Aves,Piciformes,2016,4,2,-115.55262,35.31624,1,HUMAN_OBSERVATION,DOME,2020,44211.08459,1109,125
242302,Colaptes chrysoides,Aves,Piciformes,2019,5,26,-115.51266,35.25319,3,HUMAN_OBSERVATION,DOME,2020,44211.08459,1109,125
242566,Colaptes chrysoides,Aves,Piciformes,2020,6,2,-115.51266,35.25319,2,HUMAN_OBSERVATION,DOME,2020,44211.08459,1109,125
242783,Colaptes chrysoides,Aves,Piciformes,2015,5,25,-115.51266,35.25319,1,HUMAN_OBSERVATION,DOME,2020,44211.08459,1109,125
242893,Buteo swainsoni,Aves,Accipitriformes,2010,5,22,-115.55262,35.31624,1,HUMAN_OBSERVATION,DOME,2020,44211.08459,1109,125
242967,Buteo swainsoni,Aves,Accipitriformes,2010,3,21,-116.47182,33.099594,1,HUMAN_OBSERVATION,STEWART,2012,10630.18,417,19
243226,Empidonax traillii,Aves,Passeriformes,2007,8,23,-118.0907,36.68119,1,HUMAN_OBSERVATION,MOFFAT,2018,1253.925,351,3
243308,Buteo swainsoni,Aves,Accipitriformes,2017,5,6,-121.06041,37.08305,1,HUMAN_OBSERVATION,ROMERO,2000,1706.85,873,52
243888,Colaptes chrysoides,Aves,Piciformes,2014,4,6,-115.60192,35.277576,1,HUMAN_OBSERVATION,DOME,2020,44211.08459,1109,125
244591,Haliaeetus leucocephalus,Aves,Accipitriformes,2017,5,6,-121.06041,37.08305,1,HUMAN_OBSERVATION,ROMERO,2000,1706.85,873,52
245100,Colaptes chrysoides,Aves,Piciformes,2019,6,20,-115.51266,35.25319,1,HUMAN_OBSERVATION,DOME,2020,44211.08459,1109,125
245650,Buteo swainsoni,Aves,Accipitriformes,2019,6,16,-118.94054,34.968582,20,HUMAN_OBSERVATION,PARKWAY,2009,689.9021,946,1
245780,Colaptes chrysoides,Aves,Piciformes,2017,7,27,-115.386314,35.177177,1,HUMAN_OBSERVATION,WILDHORSE,2005,63771.3,565,31
246439,Empidonax traillii,Aves,Passeriformes,2018,5,14,-116.44083,33.11509,1,HUMAN_OBSERVATION,NARROWS,2010,49.86191,296,3
246518,Agelaius tricolor,Aves,Passeriformes,2014,3,22,-117.83632,34.43565,8,HUMAN_OBSERVATION,BOBCAT,2020,115997.5701,1110,9
248988,Buteo swainsoni,Aves,Accipitriformes,2010,5,22,-115.55262,35.31624,1,HUMAN_OBSERVATION,DOME,2020,44211.08459,1109,125
249284,Buteo swainsoni,Aves,Accipitriformes,2012,4,2,-120.17971,35.922237,1,HUMAN_OBSERVATION,GARZA,2017,48886.66,1045,2
250580,Colaptes chrysoides,Aves,Piciformes,2014,6,9,-115.51595,35.26065,1,HUMAN_OBSERVATION,DOME,2020,44211.08459,1109,125
251329,Colaptes chrysoides,Aves,Piciformes,2017,11,13,-115.55262,35.31624,1,HUMAN_OBSERVATION,DOME,2020,44211.08459,1109,125
251434,Haliaeetus leucocephalus,Aves,Accipitriformes,2020,10,28,-117.31063,34.30521,2,HUMAN_OBSERVATION,OLD,2003,91428,512,6
251922,Haliaeetus leucocephalus,Aves,Accipitriformes,2019,12,3,-121.06041,37.08305,2,HUMAN_OBSERVATION,ROMERO,2000,1706.85,873,52
252143,Buteo swainsoni,Aves,Accipitriformes,2019,6,19,-121.15877,37.169483,6,HUMAN_OBSERVATION,MCCABE,2015,1728.974,997,3
252143,Buteo swainsoni,Aves,Accipitriformes,2019,6,19,-121.15877,37.169483,6,HUMAN_OBSERVATION,DEL PUERTO,2020,390647.2556,1112,15
252936,Colaptes chrysoides,Aves,Piciformes,2019,5,26,-115.51266,35.25319,2,HUMAN_OBSERVATION,DOME,2020,44211.08459,1109,125
253699,Haliaeetus leucocephalus,Aves,Accipitriformes,2018,5,2,-121.30736,37.44076,1,HUMAN_OBSERVATION,DEL PUERTO,2020,390647.2556,1112,15
254274,Haliaeetus leucocephalus,Aves,Accipitriformes,2015,6,1,-121.06041,37.08305,1,HUMAN_OBSERVATION,ROMERO,2000,1706.85,873,52
255234,Haliaeetus leucocephalus,Aves,Accipitriformes,2019,9,7,-121.06041,37.08305,1,HUMAN_OBSERVATION,ROMERO,2000,1706.85,873,52
256424,Agelaius tricolor,Aves,Passeriformes,2015,12,27,-119.504425,34.894554,2,HUMAN_OBSERVATION,HWY166,2004,65.16033,856,2
257396,Empidonax traillii,Aves,Passeriformes,2015,6,7,-115.43524,35.131176,2,HUMAN_OBSERVATION,WILDHORSE,2005,63771.3,565,31
257462,Haliaeetus leucocephalus,Aves,Accipitriformes,2016,1,29,-121.03,37.062,1,HUMAN_OBSERVATION,BASALT,2004,410.184,929,22
257791,Empidonax traillii,Aves,Passeriformes,2007,5,26,-115.33627,35.160686,2,HUMAN_OBSERVATION,WILDHORSE,2005,63771.3,565,31
257936,Colaptes chrysoides,Aves,Piciformes,2019,6,25,-115.51266,35.25319,2,HUMAN_OBSERVATION,DOME,2020,44211.08459,1109,125
259069,Colaptes chrysoides,Aves,Piciformes,2012,4,7,-115.55262,35.31624,2,HUMAN_OBSERVATION,DOME,2020,44211.08459,1109,125
259894,Agelaius tricolor,Aves,Passeriformes,1999,3,27,-120.174,35.9561,1,HUMAN_OBSERVATION,AVENAL,2008,945.3325,941,11
260060,Colaptes chrysoides,Aves,Piciformes,2019,6,30,-115.51266,35.25319,2,HUMAN_OBSERVATION,DOME,2020,44211.08459,1109,125
260918,Colaptes chrysoides,Aves,Piciformes,2014,6,9,-115.52253,35.26816,1,HUMAN_OBSERVATION,DOME,2020,44211.08459,1109,125
261054,Colaptes chrysoides,Aves,Piciformes,1997,4,13,-115.33627,35.160686,1,HUMAN_OBSERVATION,WILDHORSE,2005,63771.3,565,31
262030,Colaptes chrysoides,Aves,Piciformes,2019,6,7,-115.51266,35.25319,2,HUMAN_OBSERVATION,DOME,2020,44211.08459,1109,125
262150,Agelaius tricolor,Aves,Passeriformes,2019,6,13,-121.06041,37.08305,1,HUMAN_OBSERVATION,ROMERO,2000,1706.85,873,52
263266,Puma concolor,Mammalia,Carnivora,2018,10,13,-116.444997,33.139342,1,HUMAN_OBSERVATION,STEWART,2012,10630.18,417,19
263423,Empidonax traillii,Aves,Passeriformes,2018,5,19,-115.434535,35.132071,1,HUMAN_OBSERVATION,WILDHORSE,2005,63771.3,565,31
264322,Ammospermophilus nelsoni,Mammalia,Rodentia,2017,4,8,-119.577792,35.023225,1,HUMAN_OBSERVATION,SODA,2016,2000.281,1086,4
264965,Colaptes chrysoides,Aves,Piciformes,2019,9,20,-115.51916,35.266975,1,HUMAN_OBSERVATION,DOME,2020,44211.08459,1109,125
265718,Haliaeetus leucocephalus,Aves,Accipitriformes,2020,10,17,-121.06041,37.08305,1,HUMAN_OBSERVATION,ROMERO,2000,1706.85,873,52
269833,Puma concolor,Mammalia,Carnivora,2018,10,13,-116.445738,33.139138,1,HUMAN_OBSERVATION,STEWART,2012,10630.18,417,19
269879,Gopherus agassizii,Reptilia,Testudines,2010,4,17,-115.445679,35.040239,1,HUMAN_OBSERVATION,WILDHORSE,2005,63771.3,565,31
270366,Cyprinodon macularius,Actinopterygii,Cyprinodontiformes,2017,3,30,-116.482358,33.353615,1,HUMAN_OBSERVATION,EAGLE,2011,13992.99,314,16
270559,Buteo swainsoni,Aves,Accipitriformes,2016,3,23,-116.58022,34.044693,1,HUMAN_OBSERVATION,PARADISE,2005,3081.726,271,23
270799,Ovis canadensis nelsoni,Mammalia,Artiodactyla,2020,9,5,-116.505214,33.343826,1,HUMAN_OBSERVATION,EAGLE,2011,13992.99,314,16
271251,Colaptes chrysoides,Aves,Piciformes,2018,5,26,-115.514772,35.255447,1,HUMAN_OBSERVATION,DOME,2020,44211.08459,1109,125
271424,Puma concolor,Mammalia,Carnivora,2019,5,12,-116.482965,33.154898,1,HUMAN_OBSERVATION,STEWART,2012,10630.18,417,19
271867,Cyprinodon macularius,Actinopterygii,Cyprinodontiformes,2017,1,29,-116.440214,33.286175,1,HUMAN_OBSERVATION,PALM#1,2002,94.97114,264,1
271867,Cyprinodon macularius,Actinopterygii,Cyprinodontiformes,2017,1,29,-116.440214,33.286175,1,HUMAN_OBSERVATION,EAGLE,2011,13992.99,314,16
272325,Ovis canadensis nelsoni,Mammalia,Artiodactyla,2021,5,26,-116.478575,33.250691,1,HUMAN_OBSERVATION,PINES,2002,61691.24,263,17
272904,Danaus plexippus,Insecta,Lepidoptera,2019,10,13,-115.430253,35.124617,1,HUMAN_OBSERVATION,WILDHORSE,2005,63771.3,565,31
273163,Colaptes chrysoides,Aves,Piciformes,2016,4,29,-115.51991,35.268375,2,HUMAN_OBSERVATION,DOME,2020,44211.08459,1109,125
273395,Colaptes chrysoides,Aves,Piciformes,2021,4,29,-115.545737,35.316235,1,HUMAN_OBSERVATION,DOME,2020,44211.08459,1109,125
273526,Agelaius tricolor,Aves,Passeriformes,2021,4,3,-121.241922,37.425191,1,HUMAN_OBSERVATION,DEL PUERTO,2020,390647.2556,1112,15
278533,Empidonax traillii,Aves,Passeriformes,2016,5,28,-121.299144,37.44186,1,HUMAN_OBSERVATION,DEL PUERTO,2020,390647.2556,1112,15
280223,Danaus plexippus,Insecta,Lepidoptera,2018,7,2,-116.566907,34.047416,1,HUMAN_OBSERVATION,PARADISE,2005,3081.726,271,23
